gvkey,fyear,ap,at,capx,cogs,epsfx,gp,invt,ni,rect,sale,calc_ap_value,calc_at_value,calc_capx_value,calc_cogs_value,calc_epsfx_value,calc_gp_value,calc_invt_value,calc_ni_value,calc_rect_value,calc_sale_value
32271,2019,0.859,21.078,0.053,0.0,-1.99,0.0,0.0,-16.395,0.008,0.0,,,,,,,,,,
32271,2022,1.66,29.971,0.0,0.0,-4.0,0.0,0.0,-42.35,0.105,0.0,93.24796274738067,42.19090995350603,-100.0,,101.00502512562812,,,158.31046050625193,1212.5,
32285,2019,144.365,4320.845,127.642,1029.013,0.59,538.059,280.945,79.539,183.225,1567.072,,,,,,,,,,
32285,2022,40.019,1884.553,58.87,526.928,0.52,293.231,44.362,73.697,78.297,820.159,-72.27929207217815,-56.38461921221428,-53.878817317183994,-48.792872393254505,-11.864406779661008,-45.50207319271678,-84.20972076385058,-7.344824551477889,-57.26729431027425,-47.66296634743011
32316,2019,5.352,36.41,0.0,1.963,-9.01,3.812,2.129,-38.539,1.695,5.775,,,,,,,,,,
32316,2022,5.808,47.452,0.077,0.038,-0.48,11.918,7.024,-47.454,2.467,11.956,8.5201793721973,30.32683328755837,inf,-98.06418746816098,-94.67258601553829,212.64428121720883,229.92015030530766,23.13241132359428,45.54572271386431,107.030303030303
32322,2019,26.646,167.665,0.0,40.424,-2.92,14.94,,-31.672,42.303,55.364,,,,,,,,,,
32322,2022,50.961,883.879,5.812,215.821,-6.45,36.989,,-101.544,113.963,252.81,91.25197027696463,427.1696537738944,inf,433.89323174351875,120.89041095890411,147.58366800535475,,220.61126547107855,169.39696948206984,356.6324687522578
32334,2019,22.66,355.153,6.035,0.072,-3.03,12.913,6.005,-195.071,3.791,12.985,,,,,,,,,,
32334,2022,65.974,1220.14,24.585,65.791,-4.63,149.249,31.621,-443.286,48.571,215.04,191.14739629302738,243.55334179916827,307.37365368682686,91276.38888888889,52.80528052805281,1055.8042282970648,426.5778517901748,127.24341393646417,1181.2186758111316,1556.0646900269542
32347,2019,1.877,73.445,2.345,0.0,-1.29,0.0,0.0,-46.389,0.019,0.0,,,,,,,,,,
32347,2022,6.833,92.422,2.714,0.0,-0.75,0.0,0.0,-77.525,0.036,0.0,264.03835908364414,25.83838246306761,15.735607675906172,,-41.86046511627907,,,67.11936019314923,89.4736842105263,
32348,2019,0.724,209.023,6.399,0.0,-1.2,0.0,0.0,-19.088,0.0,0.0,,,,,,,,,,
32348,2022,3.981,558.45,52.979,0.0,-5.49,0.0,0.0,-139.975,0.0,0.0,449.86187845303857,167.17155528338986,727.9262384747616,,357.5,,,633.314124056999,,
32352,2019,111.844,288.663,4.122,480.609,1.1,131.177,109.806,-13.507,108.381,611.786,,,,,,,,,,
32352,2022,61.759,388.95,2.279,507.152,1.81,133.797,156.038,25.267,115.135,640.949,-44.78112370802189,34.74189625965225,-44.71130519165454,5.522784633662709,64.54545454545453,1.997301356182871,42.103345900952604,-287.0659657955135,6.231719581845531,4.766862922655964
32356,2019,0.143,20.281,0.38,0.0,-0.72,0.0,0.0,-7.359,0.19,0.0,,,,,,,,,,
32356,2022,2.628,175.697,0.159,0.0,-2.64,0.0,0.0,-40.37,0.204,0.0,1737.762237762238,766.3132981608403,-58.15789473684211,,266.6666666666667,,,448.57997010463373,7.368421052631572,
32365,2019,2.165,188.574,1.251,53.931,-1.7,-51.707,0.0,-51.373,0.0,2.224,,,,,,,,,,
32365,2022,1.785,110.865,0.728,66.079,-0.92,-64.899,0.0,-66.147,0.0,1.18,-17.551963048498852,-41.208756244233044,-41.80655475619504,22.52507834084292,-45.88235294117647,25.512986636238804,,28.75829715998678,,-46.942446043165475
32372,2019,106.223,2693.802,169.739,962.238,2.81,462.021,54.131,76.001,172.672,1424.259,,,,,,,,,,
32372,2022,130.232,2704.377,171.506,1130.562,13.07,1161.953,66.29,466.979,196.644,2292.515,22.602449563653824,0.3925678279249855,1.0410100212679443,17.49296951481856,365.12455516014234,151.49354683012243,22.462175093754052,514.4379679214746,13.882968865826543,60.961945825864525
32382,2019,115.227,1470.234,77.18,618.028,-0.52,510.893,49.714,-59.937,336.261,1128.921,,,,,,,,,,
32382,2022,164.8,4412.601,161.696,1636.712,-3.62,1489.822,106.747,-498.005,803.41,3126.534,43.02203476615724,200.1291631128106,109.5050531225706,164.82813076430193,596.1538461538462,191.6113550195442,114.72221104718994,730.8807581293693,138.92452588911587,176.94887419048808
32383,2019,19.575,622.409,4.935,222.496,-4.48,-197.496,0.0,-192.256,0.0,25.0,,,,,,,,,,
32383,2022,18.612,454.039,0.841,5.824,-2.37,128.212,20.561,-178.931,22.429,134.036,-4.919540229885063,-27.051344051901566,-82.95845997973656,-97.38242485258162,-47.09821428571429,-164.91878316522863,inf,-6.930863015978689,inf,436.144
32395,2019,0.19,7.68,0.0,0.0,-0.87,0.0,0.0,-8.591,0.0,0.0,,,,,,,,,,
32395,2022,0.394,5.733,0.0,0.0,-0.51,0.0,0.0,-12.731,0.0,0.0,107.36842105263158,-25.351562500000004,,,-41.37931034482759,,,48.18996624374346,,
32396,2019,1.221,3.434,0.364,0.0,-0.48,0.031,0.0,-7.625,0.0,0.031,,,,,,,,,,
32396,2022,0.648,41.661,0.115,0.0,-2.2,0.0,0.0,-24.669,0.0,0.0,-46.928746928746925,1113.191613278975,-68.4065934065934,,358.33333333333337,-100.0,,223.52786885245902,,-100.0
32451,2019,3.625,172.65,0.557,5.294,-2.63,29.337,3.484,-110.053,13.818,34.631,,,,,,,,,,
32451,2022,5.291,144.222,0.063,9.263,-0.87,67.013,9.443,-74.833,33.932,76.276,45.958620689655184,-16.46568201563857,-88.68940754039497,74.97166603702306,-66.92015209125475,128.4248559839111,171.03903559127437,-32.00276230543466,145.5637574178608,120.25353007421096
32453,2019,23.436,2637.024,10.971,81.479,1.57,1195.021,1.28,468.805,1691.808,1276.5,,,,,,,,,,
32453,2022,,1848.067,,55.543,-0.21,44.543,,-52.48,0.2,100.086,,-29.918461113740335,,-31.831514868861916,-113.37579617834395,-96.27261780336916,,-111.19441985473703,-99.98817832756436,-92.15934195064631
32459,2019,0.561,21.466,0.179,0.0,-2.91,0.0,0.0,-29.418,0.0,0.0,,,,,,,,,,
32459,2022,3.813,11.624,0.171,0.0,-1.66,0.0,0.0,-26.237,0.0,0.0,579.6791443850268,-45.84924997670735,-4.469273743016748,,-42.9553264604811,,,-10.813107621184312,,
32478,2019,,,,,,,,,,,,,,,,,,,,
32478,2022,,,,,,,,,,,,,,,,,,,,
32502,2019,25.987,1921.611,68.804,46.493,0.07,1279.712,0.0,34.829,41.669,1326.205,,,,,,,,,,
32502,2022,30.862,1907.778,116.352,438.06,-0.26,1453.464,0.0,-128.45,93.88,1891.524,18.759379689844923,-0.7198647384928626,69.1064472995756,842.2063536446346,-471.42857142857144,13.577429921732387,,-468.80186051853343,125.29938323453887,42.6268186290958
32519,2019,2790.774,3357.572,6.836,36.393,3.56,104.016,0.0,30.134,2646.677,140.409,,,,,,,,,,
32519,2022,5277.912,6267.337,19.245,41.697,5.29,245.635,0.0,59.425,4795.647,287.332,89.12000756779304,86.66277297999865,181.52428320655355,14.574231308218618,48.59550561797752,136.1511690509152,,97.20249552001061,81.19502304210147,104.63930374833524
32525,2019,4.147,106.103,0.314,80.613,-3.35,-62.466,0.0,-60.925,10.246,18.147,,,,,,,,,,
32525,2022,0.617,124.802,0.0,83.207,-1.23,-29.698,0.0,-46.415,1.084,53.509,-85.12177477694719,17.623441373005488,-100.0,3.217843275898421,-63.28358208955224,-52.45733679121442,,-23.816167418957733,-89.42026156548899,194.86416487573706
32526,2019,2.849,1328.567,3.564,118.697,-3.14,303.023,0.0,-175.522,85.554,421.72,,,,,,,,,,
32526,2022,8.295,2588.893,7.244,338.42,-5.03,945.62,0.0,-345.398,285.192,1284.04,191.15479115479113,94.86356352370638,103.25476992143659,185.11251337439026,60.19108280254777,212.06212069710878,,96.7833092147993,233.34735956238165,204.4769041069904
32528,2019,42.531,796.467,42.264,495.422,0.36,299.7,62.124,11.725,151.564,795.122,,,,,,,,,,
32528,2022,67.651,1091.145,59.148,888.685,-0.18,434.021,246.429,-8.035,167.895,1322.706,59.06280125085232,36.998143049241214,39.948892674616694,79.37939776594497,-150.00000000000003,44.81848515181849,296.6727834653274,-168.5287846481876,10.774986144467036,66.35258488634447
32530,2019,8.585,743.145,9.66,125.519,-0.11,337.506,2.4,-7.542,114.948,463.025,,,,,,,,,,
32530,2022,10.434,1204.738,9.648,114.895,-0.55,460.128,0.0,-43.429,183.838,575.023,21.53756552125799,62.11345026879008,-0.12422360248447675,-8.464057234362931,400.0000000000001,36.331798545803636,-100.0,475.82869265446834,59.931447263110286,24.188326764213606
32541,2019,36.731,393.623,14.226,33.037,0.37,555.879,0.0,42.146,22.124,588.916,,,,,,,,,,
32541,2022,32.529,927.102,17.27,967.63,0.62,687.405,5.282,193.785,46.817,1655.035,-11.439928126106008,135.53044410514633,21.39744130465344,2828.928171444138,67.56756756756756,23.660904621329454,inf,359.7945237982252,111.61182426324355,181.03074122625299
32547,2019,496.85,5489.565,396.672,1776.562,-1.11,555.744,295.258,-146.626,177.231,2332.306,,,,,,,,,,
32547,2022,630.248,4891.782,382.468,2134.856,0.37,899.134,395.197,49.101,226.195,3033.99,26.84874710677267,-10.889442059616735,-3.580792191029366,20.167829774587116,-133.33333333333331,61.78924108942246,33.84802443964263,-133.4872396437194,27.62722097150047,30.08541760815261
32558,2019,12.3,1104.4,29.7,155.4,-0.65,114.1,11.6,-36.2,37.6,269.5,,,,,,,,,,
32558,2022,24.3,1133.5,44.4,190.1,-0.51,136.4,25.0,-41.4,35.1,326.5,97.5609756097561,2.6349148859108933,49.494949494949495,22.32947232947232,-21.53846153846154,19.544259421560046,115.51724137931035,14.36464088397789,-6.648936170212766,21.150278293135436
32571,2019,4.19,341.416,25.759,117.856,0.1,114.738,0.0,2.494,30.187,232.594,,,,,,,,,,
32571,2022,26.75,929.318,45.416,313.54,-0.48,259.612,0.0,19.57,74.465,573.152,538.4248210023866,172.1952105349486,76.31119220466631,166.03651914200384,-579.9999999999999,126.26505604071887,,684.6832397754611,146.67903402126746,146.41736244271135
32574,2019,40.782,2032.725,101.325,806.519,0.4,917.812,127.556,32.798,45.575,1724.331,,,,,,,,,,
32574,2022,65.276,2291.246,113.547,925.587,0.52,1079.817,123.158,42.122,80.939,2005.404,60.060811142170564,12.717952502183039,12.062176165803102,14.763198387142767,30.0,17.65121833229463,-3.447897394085732,28.428562717238847,77.59517279210091,16.300408680235993
32580,2019,0.64,13265.619,2.724,18.901,1.24,895.911,0.0,545.964,61.737,914.812,,,,,,,,,,
32580,2022,,37575.826,1.876,82.231,1.27,2587.765,0.0,1117.635,18.883,2669.996,,183.25723812812655,-31.130690161527173,335.06163695042585,2.4193548387096793,188.84174878977933,,104.70855221223374,-69.41380371576203,191.86280897058631
32592,2019,7.183,82.55,0.045,15.017,-0.09,7.488,0.0,-1.018,4.406,22.505,,,,,,,,,,
32592,2022,18.328,1213.303,21.421,383.276,-7.66,23.948,6.925,-126.188,23.88,407.224,155.15801197271335,1369.7795275590554,47502.22222222222,2452.2807484850505,8411.111111111111,219.81837606837607,inf,12295.677799607072,441.9881979119383,1709.4823372583871
32601,2019,1.142,77.283,0.0,0.0,-1.77,0.0,0.0,-32.996,0.31,0.0,,,,,,,,,,
32601,2022,1.518,124.195,0.021,0.0,-1.3,0.0,1.23,-36.838,0.0,0.0,32.92469352014012,60.70157731972101,inf,,-26.55367231638418,,inf,11.643835616438352,-100.0,
32608,2019,23.437,923.669,3.426,511.689,-0.67,50.544,36.066,-41.028,30.513,562.233,,,,,,,,,,
32608,2022,24.124,717.435,4.825,492.991,0.49,53.268,39.835,53.159,33.558,546.259,2.9312625336007065,-22.327695310766092,40.834792761237594,-3.6541727494630596,-173.13432835820896,5.389363722697063,10.45028558753396,-229.56761236228917,9.979353062629038,-2.841170831310139
32610,2019,144.247,1737.848,88.869,907.186,-0.08,537.255,137.164,-9.523,331.052,1444.441,,,,,,,,,,
32610,2022,213.518,2190.863,82.045,1066.41,0.58,670.666,229.351,72.198,408.062,1737.076,48.02248920254839,26.067584736985044,-7.678718113177821,17.55141723968404,-824.9999999999998,24.831969921173382,67.2093260622321,-858.1434421925862,23.262206541570503,20.259394464709874
32619,2019,5478.075,6371.928,13.983,93.637,2.37,165.447,2093.933,77.329,3012.468,259.084,,,,,,,,,,
32619,2022,10071.345,12615.227,6.761,179.577,4.47,427.192,2910.576,219.721,7426.858,606.769,83.84824961323092,97.98131742857109,-51.64843023671602,91.77995877697919,88.60759493670885,158.204742304182,39.0004360215919,184.13790427911908,146.53732421390038,134.19778913402604
32638,2019,13.262,217.703,0.971,56.157,0.99,51.367,44.796,18.894,33.694,107.524,,,,,,,,,,
32638,2022,116.203,1235.5,91.094,200.189,0.59,188.643,393.172,39.263,212.553,388.832,776.2102247021566,467.51629513603393,9281.462409886713,256.4809373720106,-40.40404040404041,267.24550781630234,777.694437003304,107.80671112522495,530.8333827981241,261.62345150850047
32640,2019,13.931,136.432,0.668,0.0,-2.3,0.0,0.0,-59.762,,0.0,,,,,,,,,,
32640,2022,1.674,109.439,0.173,0.0,-0.72,0.0,0.0,-31.512,,0.0,-87.9836336228555,-19.784947812829834,-74.10179640718563,,-68.69565217391305,,,-47.27084100264382,,
32665,2019,851.168,1150.019,0.746,17.428,1.63,68.533,33.824,10.481,955.197,85.961,,,,,,,,,,
32665,2022,1712.479,2062.228,2.907,21.081,3.58,109.364,23.946,21.829,1724.854,130.445,101.19165664122711,79.32121121477124,289.6782841823057,20.960523295845757,119.63190184049081,59.57859717216524,-29.20411542100283,108.27211143974813,80.57573463903258,51.749048987331456
32674,2019,0.883,71.605,0.046,39.416,-1.66,-35.958,0.0,-36.699,0.755,3.458,,,,,,,,,,
32674,2022,2.731,91.283,0.171,53.903,-1.49,-52.658,0.0,-53.01,0.057,1.245,209.286523216308,27.48132113679212,271.7391304347826,36.75411000608891,-10.240963855421684,46.44307247344125,,44.44535273440693,-92.45033112582782,-63.996529786003464
32688,2019,90.883,616.066,30.825,874.429,0.36,703.129,118.216,36.881,0.0,1577.558,,,,,,,,,,
32688,2022,143.934,764.535,46.351,1163.619,-1.9,909.193,197.251,-207.121,30.561,2072.812,58.37285300881353,24.09952829729281,50.36820762368208,33.07186747008618,-627.7777777777777,29.30671327736446,66.856432293429,-661.5926900029825,inf,31.39371103946732
32698,2019,2495.44,3244.884,1.33,54.252,0.57,132.564,1.337,29.248,2891.53,186.816,,,,,,,,,,
32698,2022,1954.037,2444.735,0.421,11.196,-0.28,90.083,7.725,-14.194,1613.385,101.279,-21.69569294392973,-24.658785953519445,-68.34586466165413,-79.36297279362974,-149.1228070175439,-32.04565342023476,477.7860882572925,-148.52981400437636,-44.20306896348992,-45.786763446385756
32715,2019,5.793,82.143,0.818,48.018,-2.15,-27.229,0.0,-25.991,2.179,20.789,,,,,,,,,,
32715,2022,7.449,450.387,7.726,192.295,0.35,13.704,0.0,9.349,2.764,205.999,28.586224754013458,448.2962638325847,844.4987775061126,300.4644091798908,-116.27906976744187,-150.32869367218774,,-135.97014351121544,26.847177604405694,890.9038433787098
32748,2019,161.972,3201.599,34.526,1925.436,0.58,292.696,215.29,117.305,508.379,2218.132,,,,,,,,,,
32748,2022,208.168,3940.759,62.189,2217.733,0.45,487.794,138.345,83.275,523.742,2705.527,28.520978934630676,23.08721360795027,80.12222672768347,15.180821382793313,-22.413793103448267,66.6555060540629,-35.74016442937433,-29.00984612761604,3.021958027377201,21.97321890671971
32749,2019,0.334,16.703,0.04,11.452,-0.89,-11.216,0.0,-10.795,0.278,0.236,,,,,,,,,,
32749,2022,0.017,13.127,0.047,0.037,-0.45,0.097,0.0,-13.071,0.246,0.134,-94.91017964071857,-21.40932766568879,17.5,-99.67691232972406,-49.43820224719101,-100.8648359486448,,21.083835108846685,-11.510791366906483,-43.220338983050844
32751,2019,9.535,2454.901,0.0,109.937,0.81,120.706,0.0,52.498,64.286,230.643,,,,,,,,,,
32751,2022,66.607,5676.166,0.0,343.208,-3.47,54.684,0.0,-226.723,107.011,397.892,598.5527005768223,131.2177150931952,,212.18607020384405,-528.3950617283951,-54.69653538349378,,-531.8697855156387,66.46081572970786,72.51423195154416
32763,2019,5234.717,7045.828,2.261,139.985,0.87,131.832,0.0,48.861,6194.976,271.817,,,,,,,,,,
32763,2022,5839.34,7974.632,0.52,84.849,1.57,177.764,0.0,80.198,6973.76,262.613,11.550251904735262,13.182325767816064,-77.00132684652809,-39.38707718684145,80.45977011494254,34.84131318647978,,64.13499519043818,12.571219000687018,-3.386101678702954
32767,2019,4649.0,249870.0,0.0,11054.0,-3.51,-1463.0,0.0,-1733.0,22421.0,9591.0,,,,,,,,,,
32767,2022,5571.0,253468.0,0.0,10985.0,4.49,3032.0,0.0,1785.0,40053.0,14017.0,19.832221983222198,1.4399487733621483,,-0.6242084313370725,-227.92022792022792,-307.2453861927546,,-203.00057703404502,78.64056018910843,46.147429882181214
32771,2019,109.926,2897.649,213.446,475.673,-0.1,587.992,15.387,-11.122,247.596,1063.665,,,,,,,,,,
32771,2022,108.071,5827.651,486.802,750.422,1.25,1392.201,41.03,339.54,409.766,2142.623,-1.6874988628713898,101.11652584560795,128.0679890932601,57.760057854870894,-1350.0,136.77209894012165,166.6536686813544,-3152.868189174609,65.49782710544598,101.43776470975354
32772,2019,,,,,,,,,,,,,,,,,,,,
32772,2022,,,,,,,,,,,,,,,,,,,,
32775,2019,2.59,553.231,17.919,230.371,-2.07,-203.693,0.0,-197.614,1.2,26.678,,,,,,,,,,
32775,2022,2.79,1460.242,17.833,438.824,-2.6,-330.361,0.0,-325.991,13.9,108.463,7.722007722007729,163.94797110067947,-0.4799374965120938,90.48578163050036,25.60386473429953,62.185740305263295,,64.9635147307377,1058.3333333333335,306.56346052927506
32792,2019,5.777,169.951,10.847,26.277,-1.63,30.457,10.463,-40.796,10.906,56.734,,,,,,,,,,
32792,2022,3.836,434.199,11.726,53.367,-2.61,52.155,16.786,-96.7,19.017,105.522,-33.598753678379786,155.48481621173164,8.103623121600455,103.09396049777371,60.12269938650307,71.2414223331254,60.431998470801894,137.03304245514266,74.37190537318905,85.99428913878803
32809,2019,6.915,728.713,1.042,467.805,0.39,92.813,0.0,14.117,98.95,560.618,,,,,,,,,,
32809,2022,21.073,963.905,22.94,944.685,1.08,199.478,0.0,49.049,126.746,1144.163,204.74331164135938,32.27498342969043,2101.535508637236,101.93991086029435,176.92307692307693,114.92463340264834,,247.44634129064247,28.090955027791804,104.08959398378217
32819,2019,0.543,69.024,16.729,15.321,0.05,10.896,5.363,1.421,5.409,26.217,,,,,,,,,,
32819,2022,1.427,100.797,15.259,13.499,0.1,13.597,3.37,3.236,2.849,27.096,162.79926335174952,46.031815020862304,-8.78713611094506,-11.892174140069182,100.0,24.788913362701894,-37.162036173783335,127.72695285010556,-47.32852652985764,3.3527863599954277
32822,2019,0.293,30.483,0.052,25.372,-0.03,5.47,1.459,-0.307,13.828,30.842,,,,,,,,,,
32822,2022,0.197,163.783,0.003,93.711,0.1,5.502,0.716,2.224,27.32,99.213,-32.764505119453915,437.2929173637765,-94.23076923076923,269.348100268012,-433.33333333333337,0.5850091407678251,-50.92529129540782,-824.4299674267103,97.57014752675731,221.6814733156086
32843,2019,148.757,3882.243,17.117,966.171,0.06,592.469,11.302,9.099,203.753,1558.64,,,,,,,,,,
32843,2022,124.102,3835.788,9.091,798.42,1.05,575.443,15.765,168.166,165.287,1373.863,-16.574009962556385,-1.1966020674130888,-46.88905766197348,-17.362454472344965,1650.0,-2.8737368537425696,39.48858609095736,1748.181118804264,-18.878740435723635,-11.855014628137353
32851,2019,4.117,39.778,2.386,37.25,-0.06,21.059,7.369,-0.9,11.668,58.309,,,,,,,,,,
32851,2022,4.593,56.365,0.53,50.974,-0.11,21.447,20.775,-2.229,11.327,72.421,11.56181685693466,41.698929056262266,-77.78709136630344,36.84295302013422,83.33333333333334,1.8424426610950098,181.92427737820597,147.66666666666669,-2.9225231402125416,24.202095731362242
32858,2019,1.871,58.947,0.04,0.0,-1.34,0.0,0.0,-50.874,0.026,0.0,,,,,,,,,,
32858,2022,3.02,21.123,0.066,0.0,-16.65,0.0,0.0,-36.065,0.0,0.0,61.41101015499733,-64.16611532393506,65.0,,1142.5373134328356,,,-29.10917167905021,-100.0,
32860,2019,4.7,82.596,13.385,18.521,0.21,61.735,1.36,8.525,11.534,80.256,,,,,,,,,,
32860,2022,2.65,117.043,22.898,39.533,0.16,99.299,3.574,6.222,15.405,138.832,-43.61702127659575,41.70540946292799,71.07209562943594,113.44959775390097,-23.809523809523807,60.84716935287925,162.79411764705878,-27.01466275659824,33.56164383561642,72.98644338118021
32861,2019,1.542,14.698,0.167,0.0,-1.47,0.0,0.0,-21.157,0.095,0.0,,,,,,,,,,
32861,2022,1.428,31.036,0.54,0.0,-0.83,0.0,0.0,-28.011,1.845,0.0,-7.392996108949424,111.15798067764322,223.35329341317362,,-43.5374149659864,,,32.39589733894219,1842.1052631578948,
32884,2019,63.757,3627.757,81.681,656.796,1.03,226.443,15.408,339.732,2670.105,883.239,,,,,,,,,,
32884,2022,84.952,8574.414,207.329,1208.905,0.86,475.815,2.512,284.639,6965.071,1684.72,33.24340856690246,136.35579781115442,153.82769554731212,84.0609565222687,-16.504854368932044,110.12572700414674,-83.69678089304257,-16.216606030635916,160.85382410055036,90.74338882227799
32886,2019,374.7,7411.3,72.1,1721.2,2.37,1365.9,475.1,690.1,716.8,3087.1,,,,,,,,,,
32886,2022,469.6,7191.6,77.6,2084.9,0.77,1469.3,656.2,220.8,821.6,3554.2,25.32692820923406,-2.964392211892648,7.628294036061027,21.13060655356728,-67.51054852320675,7.570100300168376,38.118290886129245,-68.00463700912911,14.620535714285724,15.130705192575553
32894,2019,7.124,103.471,4.387,0.0,-2.91,0.0,0.0,-117.223,0.0,0.0,,,,,,,,,,
32894,2022,3.238,260.252,3.015,100.09,-10.1,-91.996,0.0,-85.981,0.0,8.094,-54.54800673778776,151.5216824037653,-31.274219284248904,inf,247.07903780068725,-inf,,-26.651766291598065,,inf
32897,2019,1.71,61.301,0.597,47.967,-1.26,-25.063,0.0,-24.609,4.12,22.904,,,,,,,,,,
32897,2022,0.251,46.628,0.171,19.565,-0.65,-15.682,0.0,-14.923,7.858,3.883,-85.3216374269006,-23.93598799367058,-71.35678391959797,-59.21154126795505,-48.41269841269841,-37.42967721342217,,-39.35958389207201,90.72815533980581,-83.04662940971009
32901,2019,3.902,16.609,0.0,0.0,-10.92,0.0,0.0,-19.292,0.308,0.0,,,,,,,,,,
32901,2022,3.357,20.943,0.0,0.1,-2.13,0.9,0.0,-41.301,0.0,1.0,-13.967196309584825,26.094286230357028,,inf,-80.49450549450549,inf,,114.08355795148246,-100.0,inf
32908,2019,0.0,372.121,23.269,0.0,-1.58,0.0,0.0,-77.27,0.0,0.0,,,,,,,,,,
32908,2022,0.0,551.807,8.358,0.0,-3.26,0.0,0.0,-221.863,0.0,0.0,,48.286981922546715,-64.0809660922257,,106.3291139240506,,,187.1269574220267,,
32919,2019,5.796,240.442,0.345,8.014,-3.19,26.911,6.407,-90.034,10.661,34.925,,,,,,,,,,
32919,2022,8.935,177.983,1.618,55.887,-1.33,92.729,18.852,-74.412,22.448,148.616,54.158040027605246,-25.976742831951157,368.98550724637687,597.3671075617669,-58.30721003134796,244.57656720300247,194.24067426252535,-17.351222871359706,110.56186098865024,325.5289906943451
32930,2019,241.954,16083.652,701.151,1390.284,-0.57,3735.373,138.402,-424.15,287.243,5125.657,,,,,,,,,,
32930,2022,486.715,17872.825,911.299,2039.848,0.19,4355.462,410.255,172.618,753.421,6395.31,101.16013787744775,11.124171301393494,29.97186055500171,46.721677009877105,-133.33333333333334,16.600457303728447,196.4227395557868,-140.69739478957916,162.29394624063949,24.770541610568173
32935,2019,1.229,224.313,8.277,130.973,-0.72,79.457,0.0,-17.144,85.36,210.43,,,,,,,,,,
32935,2022,3.765,691.236,1.171,183.981,-13.92,114.561,0.0,-465.264,120.079,298.542,206.34662327095197,208.15690575223016,-85.85236196689621,40.47246379024683,1833.3333333333333,44.17987087355427,,2613.859076061596,40.6736176194939,41.872356603145924
32938,2019,40.957,834.964,59.703,355.436,1.88,272.978,113.371,85.612,87.865,628.414,,,,,,,,,,
32938,2022,47.776,1118.896,28.291,412.25,1.8,276.119,161.283,110.174,138.268,688.369,16.649168640281275,34.00529843202819,-52.61377150226957,15.984312224985658,-4.255319148936162,1.1506421762926022,42.26124846742111,28.689903284586286,57.36413816650544,9.54068496246106
32941,2019,4.953,36.392,0.87,0.0,-2.02,0.0,0.0,-32.968,0.0,0.0,,,,,,,,,,
32941,2022,10.228,205.853,0.139,159.693,-5.92,-159.318,1.985,-165.757,0.248,0.375,106.5011104381183,465.6545394592218,-84.02298850574712,inf,193.06930693069307,-inf,inf,402.78148507643766,inf,inf
32984,2019,1.477,12.531,0.455,0.0,-3.26,0.0,0.0,-26.958,0.0,0.0,,,,,,,,,,
32984,2022,1.843,32.693,0.472,0.0,-1.04,0.0,0.0,-33.776,0.128,0.0,24.779959377115766,160.8969755007581,3.736263736263727,,-68.09815950920245,,,25.291193708732123,inf,
33037,2019,6.208,604.162,28.682,48.759,-0.23,254.077,0.0,-28.655,93.341,302.836,,,,,,,,,,
33037,2022,26.154,2832.665,90.58,193.851,-2.77,897.095,0.0,-390.278,401.045,1090.946,321.29510309278345,368.85851807958784,215.8078237221951,297.569679443795,1104.3478260869565,253.0799718195665,,1261.9891816436923,329.65577827535594,260.2431679192698
33048,2019,3.89,5.297,0.012,0.0,-0.81,0.0,0.0,-27.049,0.0,0.0,,,,,,,,,,
33048,2022,5.053,33.148,0.003,0.0,-3.38,0.0,0.0,-43.766,0.0,0.0,29.89717223650385,525.7881819898056,-75.00000000000001,,317.2839506172839,,,61.8026544419387,,
33056,2019,5645.842,8188.694,19.344,92.936,0.49,198.768,0.0,54.717,6135.857,291.704,,,,,,,,,,
33056,2022,8001.159,10408.169,7.204,48.378,0.81,291.042,0.0,86.173,7624.761,339.42,41.71772784289748,27.104138950606764,-62.75847808105872,-47.944822243264184,65.30612244897961,46.42296546727842,,57.488531900506246,24.265624182571408,16.357677645832762
33066,2019,28.278,7414.306,0.0,546.7,-3.25,41.902,0.0,-414.512,4495.758,588.602,,,,,,,,,,
33066,2022,15.087,4750.389,0.0,61.755,0.34,302.863,0.0,45.788,3509.44,364.618,-46.647570549543815,-35.92941807365382,,-88.70404243643681,-110.46153846153845,622.7888883585509,,-111.04624232832825,-21.938858808681424,-38.05355741230916
33068,2019,50.24,147.724,10.459,235.079,-0.4,193.279,47.628,-4.027,28.692,428.358,,,,,,,,,,
33068,2022,46.441,433.333,35.376,347.623,-1.1,228.069,73.197,-89.689,34.566,575.692,-7.56170382165605,193.33960629281637,238.2350129075437,47.87496969104003,175.0,17.999886174907772,53.684807256235835,2127.1914576607896,20.472605604349653,34.395062074246304
33081,2019,0.344,22.448,0.0,18.908,-0.02,0.676,1.197,-16.826,2.293,19.584,,,,,,,,,,
33081,2022,0.127,3.801,0.007,0.097,-0.28,0.056,0.0,-30.822,1.221,0.153,-63.08139534883721,-83.0675338560228,inf,-99.48698963401735,1300.0,-91.71597633136093,-100.0,83.18079163199809,-46.75098124727432,-99.21875000000001
33114,2019,0.852,37.032,0.85,17.903,-0.86,-8.041,0.0,-18.645,3.64,9.862,,,,,,,,,,
33114,2022,5.514,153.847,9.601,107.173,-0.84,-107.066,0.0,-107.758,0.02,0.107,547.1830985915493,315.4434003024412,1029.529411764706,498.63151427135125,-2.325581395348839,1231.5010570824525,,477.94582998122826,-99.45054945054946,-98.91502737781383
