gvkey,fyear,acominc,ap,at,capx,capxv,cogs,epsfx,gp,ib,invt,ni,oibdp,rect,sale
38717,2021,0.179,37.93,1152.068,3.968,3.968,118.386,-0.6,153.507,-217.49,10.789,-217.49,-218.643,3.38,271.893
38722,2021,0.02,28.273,1191.83,4.204,4.204,106.424,-0.96,20.947,-101.211,22.72,-101.211,-63.374,61.914,127.371
38722,2022,-1.672,83.831,1421.893,4.101,4.101,291.388,-0.81,71.592,-124.054,8.374,-124.054,-87.28,223.293,362.98
38723,2021,6.217,25.922,330.942,1.067,1.067,72.309,-0.2,37.593,-8.013,0,-8.013,-3.498,28.42,109.902
38735,2021,-3.383,107.838,826.552,5.613,5.613,151.059,-0.63,356.751,-247.793,0,-247.793,-269.04,214.669,507.81
38735,2022,15.694,74.909,858.643,,,144.96,0.22,261.258,88.11,0,88.11,,163.237,406.218
38736,2021,-0.208,26.533,899.549,11.021,11.021,116.824,-1.81,667.214,-249.149,0,-249.149,46.452,14.983,784.038
38736,2022,-1.665,12.987,730.517,11.543,11.543,142.514,-1.82,724.458,-252.221,0,-252.221,44.966,15.19,866.972
38738,2021,-0.078,2.556,251.422,2.437,2.437,0,-1.17,0,-47.833,0,-47.833,-46.884,0,0
38738,2022,-0.721,3.887,193.715,3.043,3.043,0,-1.79,0,-73.894,0,-73.894,-74.859,0,0
38739,2021,-0.399,10.242,639.845,6.684,6.684,61.193,-0.27,139.956,-28.085,0,-28.085,2.204,16.308,201.149
38739,2022,-1.912,13.325,674.287,7.07,7.07,95.629,-0.36,193.746,-39.347,0,-39.347,-18.521,18.965,289.375
38744,2021,0,24.862,398.619,6.083,6.083,77.265,0.03,663.876,3.6,0,3.6,43.771,41.657,741.141
38744,2022,-0.373,21.175,714.563,2.692,2.692,83.337,0.51,821.312,61.494,0,61.494,107.91,44.421,904.649
38745,2021,0,1.765,188.107,9.941,9.941,55.454,-2.06,-45.313,-48.625,0,-48.625,-45.313,0,10.141
38745,2022,0,2.912,199.091,4.225,4.225,75.034,-2.75,-61.499,-66.221,0,-66.221,-61.499,0,13.535
38747,2021,0.168,24.748,472.942,0.979,0.979,265.349,0.08,130.175,9.3,0,9.3,23.668,48.123,395.524
38747,2022,-0.022,29.232,461.539,1.257,1.257,329.16,0,167.841,-0.513,0,-0.513,21.087,71.982,497.001
38748,2021,0,2.335,1025.893,0.843,0.843,77.103,-0.12,190.573,-9.996,0,-9.996,90.168,24.913,267.676
38748,2022,0,1.249,1059.157,1.136,1.136,90.778,0.02,197.268,1.294,0,1.294,86.798,32.905,288.046
38753,2021,83.581,,5865.773,0,0,361.886,3.36,755.969,546.685,0,546.685,,74.427,1117.855
38753,2022,-382.744,,5709.149,0,0,141.664,4.31,953.382,704.157,0,704.157,,77.582,1095.046
38754,2021,0,17.921,138.17,0.905,0.905,74.532,0.03,75.438,0.299,9.189,0.299,6.409,39.751,149.97
38754,2022,0.578,40.293,255.757,0.902,0.902,126.586,0.37,135.128,5.005,16.321,5.005,17.289,65.459,261.714
38755,2021,-0.686,274.933,364.826,0.137,,2.166,0.17,10.085,0.518,0.209,0.518,4.214,220.162,12.251
38755,2022,-6.999,296.077,417.346,0.393,,2.491,0.58,11.943,1.754,0,1.754,5.376,251.274,14.434
38757,2021,-0.086,17.501,649.361,0.445,0.445,102.537,-0.33,289.141,-52.767,0,-52.767,-44.047,29.451,391.678
38757,2022,-0.831,8.415,605.431,0.802,0.802,103.595,-0.49,329.433,-79.591,0,-79.591,-72.573,31.434,433.028
38763,2021,0,1.744,289.821,0,0,0,-1.2,0,-70.645,0,-70.645,-72.723,0,0
38763,2022,-0.071,0.26,349.062,0.026,0.026,0,-2.17,0,-142.181,0,-142.181,-146.846,0,0
38764,2021,-0.372,1247.04,1914.211,11.902,,10.586,-1.3,47.946,-36.342,0,-36.342,14.811,1273.184,58.532
38764,2022,-24.719,1288.862,2043.338,5.364,,9.569,0.09,55.508,2.396,0,2.396,18.636,1531.727,65.077
38768,2021,-1.257,29.049,1218.806,11.201,11.201,67.946,-3.67,192.14,-375.108,35.261,-375.108,16.057,51.423,260.086
38768,2022,-4.53,30.335,1008.907,10.847,10.847,99.512,-0.23,266.364,44.384,116.43,44.384,5.235,77.774,365.876
38770,2021,0,14.604,311.751,2.712,2.712,116.946,-0.06,302.645,-9.556,86.068,-9.556,76.674,2.441,419.591
38770,2022,0,20.906,395.064,5.348,5.348,149.451,0.11,356.384,21.186,177.976,21.186,49.718,6.866,505.835
38771,2021,-0.03,269.227,583.008,1.949,1.949,111.333,0.26,132.787,77.876,0,77.876,91.238,178.877,244.12
38771,2022,-1.448,395.134,826.301,0.987,0.987,211.965,0.35,206.96,108.683,0,108.683,144.302,218.642,418.925
38773,2021,-2.909,25.504,590.604,19.825,19.825,55.344,-0.27,2.366,-43.325,115.979,-43.325,-98.148,37.899,57.71
38773,2022,-21.219,46.356,710.411,129.574,129.574,147.384,0.09,-7.47,17.776,167.191,17.776,-67.133,62.972,139.914
38779,2021,-0.297,4.446,343.394,0.297,0.297,39.125,-0.93,11.401,-40.052,0,-40.052,-18.221,3.765,50.526
38779,2022,2.287,16.536,325.025,0.73,0.73,123.015,-0.38,23.105,-27.26,0,-27.26,-36.34,10.877,146.12
38780,2022,-0.818,0.665,23.439,0.174,0.174,5.833,-0.15,4.982,-2.139,0,-2.139,-1.37,0.646,10.815
38782,2021,0,1.385,83.748,0,0,0,-1.56,0,-32.609,0,-32.609,-34.257,0,0
38782,2022,-0.224,11.991,131.435,0.062,0.062,0,-3.35,0,-89.056,0,-89.056,,0,0
38783,2021,,,,,,,,,,,,,,
38783,2022,0.001,2.267,180.792,41.374,41.374,73.517,-1.34,-69.231,-58.21,0,-58.21,-69.231,0.626,4.286
38791,2021,0,1.163,14.516,0.106,0.106,0,-0.13,0,-12.362,0,-12.362,-12.316,0,0
38805,2021,0.688,8.065,629.635,0.186,0.186,0,-4.25,0,-381.9,0,-381.9,-139.297,16.814,0
38806,2021,-0.138,2.348,355.648,4.864,4.864,0,-1.4,0,-98.771,0,-98.771,-60.146,0,0
38806,2022,-0.837,3.099,327.975,6.022,6.022,91.821,-1.28,-91.056,-90.879,18.221,-90.879,-91.056,2.012,0.765
38812,2021,0.943,1.901,34.429,0,0,18.059,0.18,7.468,4.268,0,4.268,6.076,25.561,25.527
38812,2022,0.069,0.967,64.368,0.083,0.083,25.726,0.03,6.556,0.788,0,0.788,1.727,26.301,32.282
38821,2021,-513,1382,10681,192,192,2142,5.31,4162,1351,915,1351,2334,1512,6304
38821,2022,-564,1132,10955,196,196,2033,3.59,4141,917,1003,917,2124,1606,6174
38822,2021,0.594,23.612,933.192,13.758,13.758,36.267,-2.94,271.883,-129.294,0,-129.294,-123.379,12.029,308.15
38822,2022,-3.21,7.335,1039.043,19.001,19.001,57.961,-2.99,461.068,-136.867,0,-136.867,-143.448,19.366,519.029
38824,2021,-0.229,4.729,192.254,2.239,2.239,29.055,-0.56,73.676,-20.963,0,-20.963,-18.905,2.843,102.731
38824,2022,-0.356,2.905,195.796,1.964,1.964,26.902,-0.59,69.947,-22.538,0,-22.538,-31.884,3.448,96.849
38827,2022,0,0.34,38.397,0.202,0.202,0.701,-0.51,6.567,-5.966,0,-5.966,-7.084,1.337,7.268
38829,2021,0,0.446,28.577,0.307,0.307,0.371,-0.64,0.809,-7.538,0.208,-7.538,-7.746,0.269,1.18
38829,2022,0,0.511,16.896,0.407,0.407,0.442,-0.96,0.764,-11.394,0.437,-11.394,-11.039,0.289,1.206
38832,2021,-2.23,123.872,1830.378,2.743,2.743,285.47,-0.31,231.705,-163.929,3.94,-163.929,-157.383,55.802,517.175
38832,2022,-7.237,145.992,1770.346,2.319,2.319,428.205,-0.34,320.001,-184.78,5.15,-184.78,-204.516,80.862,748.206
38834,2021,0,14.152,1927.109,94.492,94.492,466.003,-0.86,201.508,-307.197,0,-307.197,-213.47,94.695,667.511
38834,2022,3.274,12.285,2173.871,79.255,79.255,622.525,-0.61,237.017,-215.564,0,-215.564,-140.976,101.508,859.542
38835,2021,0.455,6.592,459.617,6.554,6.554,41.88,-1.15,151.423,-95.813,0,-95.813,-73.013,37.754,193.303
38835,2022,-1.817,5.957,445.206,7.127,7.127,48.232,-1.09,196.774,-92.628,0,-92.628,-101.943,45.024,245.006
38844,2021,-21.861,0,397.811,6.688,6.688,374.946,-9.57,318.37,-185.303,0,-185.303,-207.985,7.833,693.316
38845,2021,0,58.04,8266.398,5.261,5.261,480.373,-1.27,343.505,-376.171,0,-376.171,343.505,224.576,823.878
38845,2022,0,117.17,8893.075,65.539,65.539,1037.793,-0.02,331.929,-9.289,0,-9.289,331.929,369.856,1369.722
38848,2021,6.06,220.776,626.582,13.839,13.839,2039.411,0.08,336.814,36.262,245.078,36.262,44.35,63.676,2376.225
38848,2022,1.114,207.147,542.095,9.19,9.19,1492.626,-0.15,227.647,-57.429,156.016,-57.429,-38.517,88.69,1720.273
38856,2021,-3.335,945.915,3598.339,30.414,30.414,5179.944,-1.9,-1150.555,-1184.862,0,-1184.862,-1150.555,229.074,4029.389
38856,2022,-4.429,504.207,4665.052,27.448,27.448,2838.273,-1.23,-426.243,-733.629,0,-1455.544,-426.243,194.386,2412.03
38857,2021,-0.27,2.458,379.824,1.482,1.482,36.453,-0.81,-32.816,-32.672,0,-32.672,-32.816,0.2,3.637
38857,2022,-1.535,2.159,364.01,6.445,6.445,74.862,-1.52,-66.25,-63.059,0,-63.059,-66.25,0.7,8.612
38862,2021,-40.578,8.337,2147.472,40.912,40.912,74.704,-0.41,595.77,-168.609,0,-168.609,-152.886,65.172,670.474
38867,2021,0,0.713,18.744,0.029,0.029,0,-0.7,0,-10.017,0,-10.017,-8.976,0,0
38867,2022,0,0.846,2.818,0.002,0.002,0,-1.2,0.951,-18.058,0,-18.058,-18.045,0,0.951
38868,2021,0.031,13.868,829.903,6.435,6.435,191.494,-0.14,146.102,-9.978,14.06,-9.978,62.837,62.813,337.596
38870,2021,16,608,4434,20,20,3720,0.68,1284,166,856,166,579,884,5004
38870,2022,45,479,4909,25,25,4853,2.13,1798,366,1047,366,923,955,6651
38874,2021,0,3.687,32.729,0.007,0.007,0,-7.44,0,-93.063,0,-93.063,-94.428,0,0
38874,2022,0,2.076,25.816,0.01,0.01,0,-0.6,0,-39.754,0,-39.754,-44.331,0.007,0
38883,2021,-1.623,3.207,1127.406,65.504,65.504,214.25,-1.06,-203.6,-250.219,0,-250.219,-203.6,0,10.65
38883,2022,-7.599,3.917,937.561,24.276,24.276,258.475,-0.74,-173.792,-183.118,0,-183.118,-173.792,0,84.683
38900,2021,0,0.224,53.515,0.047,0.047,0,-0.36,0,-12.862,0,-12.862,-12.823,0.133,0
38900,2022,0,1.226,46.809,10.275,10.275,4.136,-0.42,2.586,-14.901,0,-14.901,-14.489,0.418,6.722
38908,2021,-0.228,7.077,384.124,4.359,4.359,0,-2.58,0,-120.314,0,-120.314,-85.532,0,0
38908,2022,-0.694,2.424,679.223,13.232,13.232,164.824,-2.91,-162.883,-157.387,0,-157.387,-162.883,1.012,1.941
38909,2021,84.795,4.625,5415.02,6.804,6.804,389.234,-0.53,343.876,-575.285,0,-575.285,-590.538,412.237,733.11
38909,2022,364.087,4.053,5320.488,,,509.564,0.06,466.727,58.975,0,58.975,,1.887,976.291
38910,2021,0,0,13.254,0,0,0,-1.34,0,-12.748,0,-12.748,-12.815,0,0
38910,2022,0,0,9.377,0,0,0,-1.12,0,-12.093,0,-12.093,-12.093,0,0
38915,2021,-0.82,15.802,920.046,12.406,12.406,139.905,-0.44,352.489,-111.47,0,-111.47,-79.412,166.842,492.394
38915,2022,-4.384,30.101,1024.991,16.449,16.449,152.149,-0.21,466.041,-55.742,0,-55.742,-39.173,209.823,618.19
38916,2021,-1.471,278.344,9176.326,52.261,52.261,155.412,-1,932.497,-483.937,0,-483.937,-249.239,6102.632,1087.909
38916,2022,-8.296,7392.667,19007.675,93.201,93.201,220.922,-0.4,1541.888,-320.407,13557.074,-320.407,-17.824,435.007,1762.81
38917,2021,0,2.095,60.929,3.383,3.383,0.332,-0.76,-0.299,-14.671,0,-14.671,-16.791,1.275,0.033
38917,2022,0,1.585,34.763,1.063,1.063,30.208,-1.45,-29.255,-29.96,0,-29.96,-29.255,1.038,0.953
38920,2021,-0.65,7.596,437.375,44.97,44.97,0,-1.79,0,-95.824,0,-95.824,-91.135,0.25,0
38920,2022,-2.462,5.454,486.544,30.604,30.604,120.59,-2.27,-115.391,-130.932,0,-130.932,-115.391,0.78,5.199
38923,2021,0,2.499,116.257,1.854,1.854,5.836,-1.37,5.207,-38.958,2.368,-38.958,-34.166,3.665,11.043
38923,2022,-0.003,1.295,81.362,4.468,4.468,10.169,-1.65,17.266,-48.471,2.2,-48.471,-44.814,5.851,27.435
38924,2021,-1.767,10.325,1663.373,3.103,3.103,161.03,-0.42,329.109,-81.966,0,-81.966,87.107,51.553,490.139
38924,2022,-10.198,8.373,1591.728,2.566,2.566,216.275,-0.31,404.471,-59.816,0,-59.816,81.307,61.003,620.746
38925,2021,0,1.785,195.388,1.189,1.189,0,-1.22,0,-42.126,0,-42.126,-41.78,0.038,0
38925,2022,0,1.128,153.232,0.312,0.312,0,-1.31,0,-46.061,0,-46.061,-47.502,0,0
38927,2021,-15.294,0.463,991.357,5.697,5.697,35.793,0.75,307.755,154.783,0,154.783,118.83,84.573,343.548
38928,2021,0,354.382,687.57,18.738,18.738,572.459,-0.21,86.902,-61.075,143.028,-61.075,-139.923,31.252,659.361
38929,2021,0.68,6.503,1181.089,11.637,11.637,1014.26,-0.55,210.515,-128.541,75.365,-128.541,-89.346,153.168,1224.775
38931,2021,-0.83,7.591,2342.729,8.942,8.942,133.66,-1.33,254.204,-342.801,0,-342.801,-322.698,137.491,387.864
38931,2022,-9.456,21.439,2344.849,14.455,14.455,194.795,-1.62,391.149,-452.551,0,-452.551,-453.95,178.188,585.944
38932,2021,-0.005,0.491,22.924,1.998,1.998,7.027,-0.36,0.207,-9.383,0.046,-9.383,-7.896,0.1,7.234
38932,2022,-0.045,0.987,10.598,3.258,3.258,15.218,-0.66,-0.173,-17.506,0.151,-17.506,-12.822,0.767,15.045
38935,2022,0,2.851,99.343,0.017,0.017,11.474,-1.85,-1.995,-35.128,0,-35.128,-1.995,1.514,9.479
38936,2021,0.225,27.346,2448.102,125.764,125.764,183.312,-0.07,575.045,-22.045,6.334,-22.045,227.742,23.886,758.357
38936,2022,0,25.649,2686.232,191.615,191.615,206.887,0.34,669.619,112.9,9.174,112.9,248.997,19.123,876.506
38937,2021,0,36.834,434.061,21.172,21.172,222.69,-0.44,284.716,-68.299,153.115,-68.299,-81.115,9.752,507.406
38945,2021,,,,,,,,,,,,,,
38945,2022,-0.021,2.681,144.557,0.042,0.042,0.133,-0.64,0.19,-7.964,0,-7.964,-87.323,0.041,0.323
38946,2021,-0.216,12.449,3556.682,3.988,3.988,186.462,-0.22,372.136,-33.769,0,-33.769,134.739,49.103,558.598
38946,2022,-2.122,5.878,3583.395,3.651,3.651,209.952,-0.13,420.731,-20.787,0,-20.787,148.391,54.296,630.683
38949,2021,0,72.772,2143.539,34.354,34.354,1410.4,-0.28,198.969,-18.02,1.107,-18.02,-49.123,133.433,1609.369
38949,2022,0,105.733,1928.927,49.529,49.529,2319.263,-0.95,419.653,-207.272,,-207.272,9.224,294.216,2738.916
38952,2021,0,17.301,743.498,38.032,38.032,121.655,0.14,86.787,9.87,221.145,9.87,14.282,28.683,208.442
38952,2022,0,13.947,765.895,24.835,24.835,168.985,-0.01,113.885,-0.571,192.102,-0.571,8.589,42.058,282.87
38953,2021,-0.676,6.229,452.304,1.541,1.541,44.038,-1.92,-2.678,-166.319,11.615,-166.319,-131.796,26.275,41.36
38954,2021,-0.103,8.808,812.75,28.148,28.148,104.936,-0.49,149.017,-36.082,0,-36.082,-96.184,7.367,253.953
38954,2022,-1.529,7.951,1037.517,31.362,31.362,165.054,-0.8,272.38,-65.573,0,-65.573,-112.372,2.171,437.434
38957,2021,-5.903,0.883,279.924,0.104,0.104,0,-0.18,0,-9.202,0,-9.202,-15.081,0.048,0
38957,2022,-13.035,1.868,254.362,0.067,0.067,0,-0.43,0,-22.456,0,-22.456,-30.507,0.09,0
38960,2021,0,3.393,503.226,5.763,5.763,0,-1.19,0,-94.989,0,-94.989,-88.141,0,0
38960,2022,0,3.903,391.485,10.741,10.741,0,-0.95,0,-132.442,0,-132.442,-111.748,0,0
38961,2021,-0.949,54.961,1122.002,19.866,19.866,460.749,0.4,289.401,43.801,56.596,43.801,141.523,134.399,750.15
38961,2022,-4.796,52.268,1270.618,8.807,8.807,616.959,0.73,402.55,107.653,67.677,107.653,225.095,194.648,1019.509
38967,2021,0,3.11,653.092,3.99,3.99,264.312,-0.13,31.45,-6.675,0.55,-6.675,-14.084,41.998,295.762
38967,2022,0,7.687,1170.743,7.45,7.45,550.828,-0.42,80.304,-37.796,0.723,-37.796,-7.281,151.035,631.132
38969,2021,-29.003,324.07,1482.911,71.092,71.092,2530.72,-4.47,636.759,-1012.066,84.609,-1012.066,-962.931,86.807,3167.479
38969,2022,-1.723,273.545,1360.255,18.397,18.397,2424.561,-0.55,1087.203,-118.073,87.7,-118.073,-74.096,28.939,3511.764
38971,2021,-11.272,216.056,543.648,21.537,21.537,945.228,-2.61,149.086,-606.026,23.539,-606.026,-587.921,17.527,1094.314
38972,2021,0.214,0.003,17.367,0.02,0.02,2.979,-0.08,-0.716,-1.093,0,-1.093,-0.716,6.354,2.263
38978,2021,0,2.029,166.162,0.384,0.384,70.131,0.26,232.982,21.206,0,21.206,145.65,2.007,303.113
38978,2022,0,1.264,131.901,0.168,0.168,54.79,-0.39,157.315,-37.871,0,-37.871,91.223,0,212.105
38979,2021,-0.184,1.723,398.45,2.269,2.269,0,-0.41,0,-50.315,0,-50.315,-49.479,0,0
38979,2022,-1.854,1.272,350.052,2.324,2.324,0,-0.46,0,-57.924,0,-57.924,-62.401,0,0
38981,2021,-3.802,13.604,569.307,3.723,3.723,76.201,-3.19,47.594,-341.023,2.928,-341.023,-27.794,22.801,123.795
38981,2022,0,17.983,339.804,6.836,6.836,82.961,-15.17,75.842,-223,0.161,-223,-3.216,21.865,158.803
38986,2021,-0.231,1.088,230.33,0.04,0.04,0,-2.6,0,-100.606,0,-100.606,-19.58,0.096,0
38986,2022,-0.751,1.64,196.587,0.161,0.161,0,-1.06,0,-42.856,0,-42.856,-45.205,0.105,0
38987,2021,-0.059,1.208,175.363,0.181,0.181,0,-0.99,0,-22.963,0,-22.963,-23.007,0.1,0
38987,2022,-0.466,2.575,135.301,0.195,0.195,0,-2.1,0,-51.511,0,-51.511,-53.169,0.3,0
38993,2021,0,0.515,11.624,0,0,0,-1.26,0,-7.902,0,-7.902,-7.856,0,0
38993,2022,0,0.496,6.944,0,0,0,-0.87,0,-9.611,0,-9.611,-9.674,0.013,0
38995,2021,-1.443,5.441,470.885,2.682,2.682,20.986,-1.26,27.426,-88.044,9.08,-88.044,-57.965,14.244,48.412
38995,2022,-11.951,14.186,603.351,7.568,7.568,45.679,-0.37,65.118,-43.4,13.256,-43.4,-91.516,30.064,110.797
38998,2021,-566.674,545.271,24085.049,1042.154,1042.154,24926.494,-1.65,2437.506,-7767.706,31.162,-7767.706,-6234.977,1496.254,27364
39009,2021,-0.588,53.404,981.887,23.435,23.435,225.119,-2.07,17.741,-250.006,114.556,-250.006,-111.94,82.944,242.86
39009,2022,-0.545,57.822,840.459,59.475,59.475,320.749,-1.08,-11.385,-237.95,169.567,-237.95,-208.249,156.437,309.364
39018,2021,-0.79,5.272,229.019,1.956,1.956,69.212,-1.81,-61.757,-68.079,0,-68.079,-61.757,1.492,7.455
39025,2021,0,4.298,365.144,7.935,7.935,7.938,-0.18,185.208,60.383,0,60.383,2.519,18.65,193.146
39025,2022,0,4.341,199.035,16.055,16.055,15.407,-1.36,200.124,-115.989,0,-115.989,-31.603,17.438,215.531
39039,2021,3,1.845,2577.929,0,0,19.048,0.83,34.189,21.113,0,21.113,34.189,1773.925,53.237
39039,2022,-21.127,1007.989,2946.212,0,0,33.34,-7.65,-128.266,-187.833,0,-187.833,-128.266,1825.379,-94.926
39041,2021,-10,22,8166,140,140,252,3.17,588,307,,307,588,178,840
39041,2022,-10,119,8833,338,338,289,3.81,631,370,,370,631,161,920
39048,2021,-1.637,53.977,1886.581,23.798,23.798,352.17,0.11,360.125,16.051,0,16.051,206.638,160.164,712.295
39048,2022,-22.331,54.947,1885.825,28.528,28.528,408.928,0.43,401.095,64.604,0,64.604,232.524,147.036,810.023
39051,2021,0,2.248,166.511,19.877,19.877,17.137,-0.36,19.756,-9.803,5.394,-9.803,-8.725,5.854,36.893
39051,2022,0,2.449,152.261,28.149,28.149,21.827,-1.69,19.593,-47.468,12.247,-47.468,-25.593,4.283,41.42
39053,2021,-0.477,6.49,209.241,1.582,1.582,56.863,-1.29,62.368,-103.194,0,-103.194,-90.618,20.128,119.231
39053,2022,-2.196,5.987,178.155,0.931,0.931,49.025,-0.41,87,-37.475,0,-37.475,-27.079,21.447,136.025
39054,2021,0.393,7.793,334.844,2.01,2.01,91.642,0.09,195.777,10.737,0,10.737,36.19,22.81,287.419
39054,2022,-0.151,4.425,352.009,11.979,11.979,85.4,-0.14,204.909,-17.783,0,-17.783,20.501,28.388,290.309
39056,2021,-0.808,6.16,1112.486,1.734,1.734,116.035,-0.77,118.46,-169.913,0,-169.913,-173.651,39.435,234.495
39056,2022,-0.708,1.26,432.764,2.068,2.068,143.195,-3.28,92.006,-720.172,0,-720.172,-267.317,23.97,235.201
39057,2021,-2.021,6.558,366.329,9.732,9.732,0,-1.63,0,-73.958,0,-73.958,-70.75,0,0
39057,2022,-1.752,7.862,342.389,12.911,12.911,0,-2.3,0,-108.501,0,-108.501,-108.639,7.656,0
39059,2021,-0.195,1.923,276.742,0.819,0.819,11.957,-1.37,111.585,-58.229,0,-58.229,-53.434,36.696,123.542
39059,2022,-0.807,1.407,253.039,5.646,5.646,17.088,-1.53,137.736,-68.494,0,-68.494,-64.481,39.847,154.824
39060,2021,0,5.648,149.494,0,0,0,-1.39,0,-32.039,0,-32.039,-32.028,0,0
39060,2022,-0.161,6.362,94.161,0.086,0.086,0,-4.09,0,-95.08,0,-95.08,-94.522,0,0
39061,2021,0.603,4.777,203.894,3.454,3.454,33.893,-2.02,100.129,-182.715,12.3,-182.715,-56.882,34.53,134.022
39063,2021,0,2.453,401.987,5.74,5.74,0,-1.3,0,-70.76,0,-70.76,-59.709,0,0
39063,2022,-1.048,2.608,321.902,6.594,6.594,0,-1.84,0,-101.052,0,-101.052,-103.287,0,0
39065,2021,0.149,12.718,502.586,6.262,6.262,161.091,-1.41,57.245,-61.379,2.033,-61.379,-47.152,32.427,218.336
39065,2022,0.028,12.437,736.925,13.65,13.65,233.405,-1.61,147.648,-76.025,1.571,-76.025,-60.957,49.188,381.053
39067,2021,1.714,83.903,5458.708,352.939,352.939,993.388,0.63,439.383,65.873,0,65.873,439.383,212.7,1432.771
39067,2022,6.035,110.122,6383.743,22.757,22.757,1293.543,0.52,431.65,61.052,0,61.052,431.65,260.051,1725.193
39068,2021,6.897,71.497,2381.483,90.812,90.812,492.992,-1.31,67.562,-265.395,29.697,-265.395,-73.775,50.305,560.554
39068,2022,54.853,80.741,2467.896,73.729,73.729,785.704,-1.1,186.51,-220.58,57.848,-220.58,28.508,105.9,972.214
39069,2021,-0.315,8.307,1129.537,0.955,0.955,54.795,-0.35,268.718,-52.437,0,-52.437,38.64,89.253,323.513
39069,2022,-2.899,10.487,1168.683,2.016,2.016,75.755,0.1,332.593,15.373,0,15.373,71.36,109.463,408.348
39070,2021,-0.494,2.198,459.827,4.999,4.999,65.096,-0.8,149.537,-46.764,0,-46.764,-8.038,56.271,214.633
39070,2022,-1.672,4.22,494.413,4.787,4.787,87.983,-1.64,184.088,-99.678,0,-99.678,-81.414,76.909,272.071
39077,2021,-28.094,187.417,1613.685,122.48,122.48,604.098,0.57,366.389,152.767,169.367,152.767,248.288,310.34,970.487
39077,2022,-11.214,255.621,1773.789,251.185,251.185,648.758,0.58,422.688,152.669,227.914,152.669,281.67,384.351,1071.446
39078,2021,0,7.429,223.606,0.663,0.663,44.926,-0.72,68.745,-62.742,0,-62.742,-93.15,5.512,113.671
39078,2022,0,6.461,156.254,0.35,0.35,57.872,-0.51,61.695,-79.672,0,-79.672,-75.667,9.64,119.567
39088,2021,-0.021,13.586,846.292,1.121,1.121,247.772,11.39,419.725,252.705,0,252.705,419.725,150.693,667.497
39088,2022,-0.22,24.942,1154.835,3.228,3.228,299.16,0.92,304.38,27.269,0,27.269,304.38,121.448,603.54
39089,2021,-0.011,0.447,53.321,0.022,0.022,0.016,-0.17,-0.001,-2.174,0,-2.174,-4.506,0,0.015
39089,2022,-0.001,1.615,45.18,0.375,0.375,0.08,-0.55,0.407,-13.936,0,-13.936,-14.472,0.302,0.487
39097,2021,-1.251,2.451,510.417,12.268,12.268,0,0.4,0,42.09,0,42.09,-25.749,2.612,0
39097,2022,-15.953,10.384,493.7,83.691,83.691,0,0.55,0,78.569,0,78.569,-38.236,4.346,0
39098,2021,-1.746,31.048,718.327,1.462,1.462,664.18,-0.66,137.482,-9.421,0,-9.421,137.482,51.139,801.662
39098,2022,-6.538,46.336,717.093,26.56,26.56,609.477,-0.46,22.03,17.878,0,17.878,22.03,71.268,631.507
39102,2021,-0.072,15.089,706.102,6.729,6.729,30.894,-0.64,50.732,-87.547,11.213,-87.547,-64.274,17.074,81.626
39102,2022,-0.513,16.794,647.374,5.215,5.215,38.509,-0.59,59.157,-109.157,13.897,-109.157,-162.191,17.006,97.666
39103,2021,2.253,17.2,5078.752,6.891,6.891,225.905,-0.1,247.498,-33.987,0,-33.987,-8.626,77.344,473.403
39103,2022,-0.176,41.566,6594.651,10.504,10.504,257.873,-0.03,369.75,-11.97,0,-11.97,-2.188,61.195,627.623
39104,2021,0,0.991,73.238,0.135,0.135,0,-7.47,0,-28.302,0,-28.302,-24.234,15,0
39107,2021,-2.282,1.045,91.025,0.305,0.305,25.962,0.35,16.361,12.453,0,12.453,16.361,4.132,42.323
39107,2022,-7.075,1.235,138.875,0.33,0.33,2.959,0.06,73.548,2.39,0.075,2.39,20.227,10.766,76.507
39108,2021,-0.297,13.336,434.024,11.655,11.655,34.866,-0.39,-30.783,-90.997,0.266,-90.997,-30.783,3.358,4.083
39108,2022,-5.243,16.695,408.918,19.587,19.587,84.193,-0.24,-73.993,-79.102,0.468,-79.102,-73.993,7.123,10.2
39111,2021,0.652,29.537,414.97,1.383,1.383,45.52,-0.32,80.253,-60.511,0,-60.511,-60.343,41.563,125.773
39111,2022,0.127,34.136,357.673,0.34,0.34,48.216,-0.28,109.404,-52.418,0,-52.418,-43.947,41.966,157.62
39112,2021,-0.021,48.379,637.612,77.911,77.911,288.229,-0.83,585.416,-228.382,132.73,-228.382,-128.418,1.225,873.645
39112,2022,0.037,17.94,443.395,26.493,26.493,275.563,-0.63,416.636,-194.192,54.06,-194.192,-96.684,0.866,692.199
39114,2021,0.495,247.362,1450.823,12.24,12.24,70.438,0.06,483.028,59.821,0,59.821,109.853,232.049,553.466
39122,2021,0,7.818,661.311,3.586,3.586,69.186,-1.68,181.586,-60.135,0,-60.135,-53.061,33.163,250.772
39122,2022,0,1.177,747.347,5.562,5.562,98.561,-1.51,270.934,-59.574,0,-59.574,-60.027,46.728,369.495
39124,2021,0,259.941,1597.314,39.07,39.07,909.97,-0.26,468.488,-24.948,0,-24.948,51.507,245.235,1378.458
39124,2022,-0.834,247.504,1529.623,34.914,34.914,903.449,-0.05,497.701,-11.975,0,-11.975,81.755,256.708,1401.15
