gvkey,fyear,acominc,ap,at,capx,capxv,cogs,epsfx,gp,ib,invt,ni,oibdp,rect,sale
7906,2018,231,2612,23717,1119,1119,20938,2.49,18179,4029,5622,4029,5477,4272,39117
7906,2019,-56,2248,31342,1086,1086,20441,1.6,16962,2539,7367,2539,3836,2749,37403
7906,2020,-380,2836,37740,695,695,23797,3.56,20741,5727,6854,5727,7930,4463,44538
7906,2021,318,3358,40321,758,758,24514,3.75,22196,6046,8420,6046,7392,4667,46710
7908,2018,1643.275,8231.781,201206.335,15092.407,15092.407,77315.856,3.97,29895.798,7712.131,2992.887,7712.131,29895.798,42309.512,107211.654
7908,2019,222.188,8624.563,213881.155,17251.942,17251.942,82347.123,2.15,28239.733,7948.761,2391.479,7948.761,28239.733,34546.644,110586.856
7908,2020,2364.711,8442.246,207640.659,16230.832,16230.832,79373.948,2.24,28616.465,8283.577,2851.998,8283.577,28616.465,33497.792,107990.413
7908,2021,2281.468,8112.696,196502.214,14477.254,14477.254,72930.974,2.71,27175.665,9726.053,3362.804,9726.053,27175.665,31088.416,100106.639
7911,2018,0.39,1.085,57.015,0.607,0.607,31.985,1.27,10.827,4.964,8.204,4.964,5.87,1.845,42.812
7911,2019,0.389,1.111,58.421,0.447,0.447,32.532,2.32,13.816,8.81,10.948,8.81,8.464,1.453,46.348
7911,2020,0,0.928,59.825,0.318,0.318,29.302,1.64,12.31,5.984,9.737,5.984,7.326,0.952,41.612
7911,2021,0,0.94,66.185,1.891,1.891,33.445,1.5,11.618,5.399,10.936,5.399,6.332,0.736,45.063
7911,2022,0,1.119,62.361,1.246,1.246,36.448,2.1,15.074,7.232,23.457,7.232,8.596,1.329,51.522
7912,2018,-32,1207,21010,3279,3279,1773,-0.14,2688,-66,67,-66,2174,616,4461
7912,2019,-31,1250,20647,2524,2524,2845,-3.16,1059,-1512,59,-1512,441,730,3904
7921,2018,-179.314,83.59,3421.012,89.79,89.79,906.812,6.4,1347.856,377.375,264.477,377.375,613,491.423,2254.668
7921,2019,-231.881,85.139,3516.447,64.244,64.244,891.349,5.79,1302.877,337.091,283.399,337.091,596.535,530.765,2194.226
7921,2020,-226.118,70.949,3674.656,50.535,50.535,874.803,4.27,1246.297,249.539,277.033,249.539,566.937,471.873,2121.1
7921,2021,-175.835,91.689,3790.961,38.303,38.303,934.246,7.74,1427.963,454.368,327.195,454.368,719.01,489.389,2362.209
7921,2022,-207.782,99.276,3820.375,51.428,51.428,1062.256,8.81,1528.022,513.103,383.398,513.103,803.846,537.313,2590.278
7922,2018,-37,1469,7886,654,654,9483,3.32,6377,564,1978,564,1581,148,15860
7922,2019,-68,1576,9737,935,935,9271,3.18,6253,496,1920,496,1477,179,15524
7922,2020,-70,1960,9538,385,385,6899,-4.39,3816,-690,1863,-690,-96,805,10715
7922,2021,-50,1529,8869,506,506,8729,1.1,6060,178,2289,178,1107,273,14789
7922,2022,-26,1238,8745,473,473,9405,1.51,6125,245,1941,245,1106,265,15530
7923,2018,-563,828,36239,1951,1951,6475,9.51,4983,2666,207,2666,4983,1009,11458
7923,2019,-491,710,37923,2019,2019,6201,10.25,5095,2722,244,2722,5095,920,11296
7923,2020,-594,552,37962,1494,1494,5175,7.84,4614,2013,221,2013,4614,848,9789
7923,2021,-402,850,38493,1470,1470,5596,12.11,5546,3005,218,3005,5546,976,11142
7923,2022,-351,712,38885,1948,1948,6791,13.88,5954,3270,253,3270,5954,1148,12745
7938,2018,-13.611,9.399,376.991,20.93,20.93,91.183,5,44.192,34.785,31.209,34.785,-5,28.816,135.375
7938,2019,-11.337,9.951,444.773,24.664,24.664,93.625,5.66,47.365,39.632,40.465,39.632,-6.418,21.855,140.99
7938,2020,-11.599,5.647,476.179,44.368,44.368,101.465,2.1,26.967,14.793,47.551,14.793,-26.095,41.273,128.432
7938,2021,-8.176,12.949,507.22,44.561,44.561,125.565,6.69,66.281,48.125,54.085,48.125,10.559,46.326,191.846
7938,2022,-9.013,13.314,568.072,54.447,54.447,151.197,10.06,90.522,74.158,71.488,74.158,27.38,60.674,241.719
7951,2018,80.507,38.65,759.701,10.635,10.635,296.598,2.61,382.969,61.624,165.311,61.624,89.539,84.026,679.567
7951,2019,85.05,35.488,847.308,12.713,12.713,309.886,1.83,391.08,42.699,171.406,42.699,59.059,78.388,700.966
7951,2020,92.54,28.187,719.257,3.018,3.018,221.294,-4.8,285.103,-111.518,152.58,-111.518,40.29,101.781,506.397
7951,2021,85.295,46.011,761.16,5.656,5.656,301.152,3.87,431.241,91.599,160.283,91.599,128.603,99.499,732.393
7951,2022,81.295,32.085,787.705,7.085,7.085,307.194,4.12,444.704,94.528,186.203,94.528,131.163,105.19,751.898
7959,2018,0,0,1.457,0,0,0,0.7,7.199,6.408,0,6.408,6.403,0,7.199
7959,2019,0,0,1.591,0,0,0,0.82,8.345,7.578,0,7.578,7.564,0,8.345
7959,2020,0,0,0.65,0,0,0,0.36,4.05,3.286,0,3.286,3.283,0,4.05
7959,2021,0,0,1.409,0,0,0,0.43,4.602,3.977,0,3.977,3.976,0,4.602
7959,2022,0,0,7.193,0,0,0,1.86,17.8,17.088,0,17.088,17.086,0,17.8
7970,2018,-60,1119.995,38241.256,2523.371,2523.371,5928.341,3.25,2519.86,1033,238.042,1033,2519.86,1170.34,8448.201
7970,2019,-65.059,1147.872,41123.915,2911.489,2911.489,5811.057,2.81,2715.413,909.053,235.471,909.053,2715.413,1170.389,8526.47
7970,2020,-76.411,1370.647,46099.598,2942.996,2942.996,5882.716,3.55,3021.714,1205.167,265.599,1205.167,3021.714,1428.95,8904.43
7970,2021,-42.275,1672.23,48492.144,3175.08,3175.08,6766.756,3.54,3096.329,1220.527,267.547,1220.527,3096.329,1436.948,9863.085
7970,2022,-39.421,2113.905,53230.9,3441.852,3441.852,8896.936,4.05,3392.4,1404.875,374.395,1404.875,3392.4,1756.106,12289.336
7974,2018,-37.2,883.8,21804,1818.2,,3559.6,-0.18,1554.9,-50.6,422.5,-50.6,1554.9,1058.5,5114.5
7974,2019,-92.6,666,22659.8,1802.4,,3419.9,0.87,1789,383.1,424.7,383.1,1789,856.9,5208.9
7974,2020,-156.7,589,22040.5,1758.1,,2937.6,-0.19,1744.1,-17.6,401.1,-17.6,1744.1,791.3,4681.7
7974,2021,-126.8,697.8,24156.9,1838,,3103.6,1.27,1796,584.9,498.7,584.9,1796,825.6,4899.6
7974,2022,-37.1,899.5,26736.6,2203.1,,3865.7,1.7,1984.9,804.1,751.9,804.1,1984.9,1041.9,5850.6
7977,2018,-124,1237,45987,3957,4065,7930,2.47,3607,1261,548,1261,3607,1615,11537
7977,2019,-141,1294,50448,4225,4302,7660,2.64,3869,1372,544,1372,3869,1550,11529
7977,2020,-141,1237,53957,5369,5484,7462,2.79,4064,1473,535,1473,4064,1630,11526
7977,2021,-123,1409,57851,4244,4317,9107,2.96,4324,1597,631,1597,4324,1880,13431
7977,2022,-93,1804,61188,4638,4713,10469,3.17,4841,1736,803,1736,4841,2478,15310
7982,2018,-453.7,104496.8,132212.5,97.6,,684.2,6.64,5982.8,1556.4,8.4,1556.4,3618.1,32377.4,6667
7982,2019,-194.7,109120.6,136828.4,158,,807.5,6.63,6087.6,1492.2,3.2,1492.2,3660.5,31305.1,6895.1
7982,2020,428,143878,170003.9,135.8,,325.3,5.46,5975.8,1209.3,0.7,1209.3,3422.8,33569,6301.1
7982,2021,-35.6,159928.4,183889.8,95.5,,-57.7,7.14,6546,1545.3,3,1545.3,3922.8,40342.2,6488.3
7982,2022,-1569.2,123932.1,155036.7,128.6,,1002.5,6.14,6749.2,1336,0,1336,3916.8,42749,7751.7
7985,2018,-52,2182,37653,1249,1249,22475,18.49,7620,3229,654,3229,4609,6474,30095
7985,2019,-97,2226,41089,1264,1264,25564,13.22,8277,2248,783,2248,4987,6660,33841
7985,2020,-128,1806,44469,1420,1420,28054,19.03,8745,3189,759,3189,5332,6641,36799
7985,2021,-143,2197,42579,1415,1415,27160,43.54,8507,7005,811,7005,4910,7530,35667
7985,2022,-153,2587,43755,1435,1435,27786,31.47,8816,4896,978,4896,4943,8344,36602
7991,2018,-284.8,788.2,3485.9,103.8,103.8,4099.3,1.45,1025.7,111.3,1212,113.7,408.8,745.4,5125
7991,2019,-257.5,508.1,3195.6,108.9,108.9,3419.5,2.92,933.6,209.7,847.7,54.4,406.3,478.2,4353.1
7991,2020,-208.4,369.9,3031.8,64.5,64.5,2453.2,0.13,623.2,9,610.4,-10.6,181.4,476.4,3076.4
7991,2021,-228.5,537.7,2863.5,59.7,59.7,3082.9,3.07,803.9,217.5,813.5,220.9,368.1,560.1,3886.8
7991,2022,-341.6,624.6,3118.1,109.6,109.6,3501.5,4.32,916.2,300.2,988.4,300,472,562.2,4417.7
7993,2018,-7.188,115.878,3242.662,214.636,214.636,488.825,2.33,217.318,67.311,60.796,64.569,217.318,123.82,706.143
7993,2019,-10.733,113.37,3428.454,223.471,223.471,511.402,2.19,234.97,65.311,59.263,61.735,234.97,122.656,746.372
7993,2020,-12.902,97.966,3756.379,273.016,273.016,521.645,2.3,252.034,70.273,54.1,76.781,252.034,142.813,773.679
7993,2021,-11.404,133.486,4064.604,293.892,293.892,583.749,2.56,276.651,78.666,57.262,78.666,276.651,181.646,860.4
7993,2022,-6.285,180.667,4748.326,338.602,338.602,753.169,2.54,284.184,86.303,87.096,86.303,284.184,254.658,1037.353
8001,2018,-9.934,87.043,5644.376,283.966,288.131,751.261,3.92,440.748,196.96,50.815,196.96,440.748,162.373,1192.009
8001,2019,-9.648,96.69,5910.702,316.016,321.784,808.137,3.98,449.773,202.12,53.925,202.12,449.773,167.405,1257.91
8001,2020,-7.269,100.388,6389.449,405.762,412.657,773.422,3.06,425.248,155.215,61.01,155.215,425.248,168.229,1198.67
8001,2021,-7.31,115.237,6780.443,434.328,445.42,916.068,3.6,456.248,186.84,80.614,186.84,456.248,198.671,1372.316
8001,2022,-7.848,201.498,7317.783,515.14,529.331,1019.738,3.25,458.099,183.008,107.359,183.008,458.099,244.952,1477.837
8007,2018,-6336,1286170,1895883,0,,16396,4.28,84462,22393,17618,22393,46106,943335,100858
8007,2019,-1311,1322626,1927555,0,,21539,4.05,80914,19549,24622,19549,40122,952714,102453
8007,2020,194,1404381,1955163,0,,22092,0.41,58211,3301,36543,3301,20137,869121,80303
8007,2021,-1702,1482479,1948068,0,,-240,4.95,81972,21548,23729,21548,43463,882904,81732
8007,2022,-13381,1383985,1881016,0,,10608,3.14,72251,13182,7241,13182,35030,942886,82859
8020,2018,-313.805,1036.201,16989.192,1477.922,1477.922,2117.802,2.44,15034.274,5924.568,2505.534,5924.568,7654.178,3650.17,17152.076
8020,2019,-104.223,954.828,18864.091,1341.385,1341.385,2199.8,2.46,16125.004,5849.562,2649.281,5849.562,8608.623,3862.264,18324.804
8020,2020,-147.358,924.748,23441.699,942.216,942.216,2475.806,2.91,18058.205,6815.986,2998.27,6815.986,9590.712,4532.829,20534.011
8020,2021,-262.175,1356.761,29752.082,969.005,969.005,2806.37,3.17,18730.498,7304.945,3001.242,7304.945,9731.819,6387.945,21536.868
8020,2022,351.872,2239.539,34663.791,1745.137,1745.137,3145.873,3.51,22278.867,7977.829,3504.066,7977.829,11541.522,7399.517,25424.74
8030,2018,-304.133,1428.191,17920.588,982.531,982.531,20079.834,7.42,4987.445,2360.767,4553.5,2360.767,4106.223,2531.768,25067.279
8030,2019,-302.966,1201.698,18344.666,1477.293,1477.293,19175.12,4.14,3413.738,1271.143,3842.095,1271.143,2668.79,2400.902,22588.858
8030,2020,-118.861,1432.159,20125.394,1543.219,1543.219,17126.242,2.36,3013.416,721.47,3569.089,721.47,2416.575,2754.95,20139.658
8030,2021,-115.282,1974.041,25823.072,1621.989,1621.989,24593.962,23.16,11889.977,6827.461,6011.182,6827.461,10183.368,3969.172,36483.939
8030,2022,-137.517,1649.523,32479.21,1947.897,1947.897,27947.553,28.79,13564.914,7607.337,5453.531,7607.337,11567.736,4155.73,41512.467
8060,2018,0,10.682,653.341,0.627,0.627,39.445,1.91,10.07,35.678,0,35.678,10.07,45.849,49.515
8060,2019,0,11.169,797.411,0.126,0.126,43.698,2.13,15.597,41.135,0,41.135,15.597,54.145,59.295
8060,2020,0,18.361,840.979,0.01,0.01,41.883,1.59,50.318,33.619,0,33.619,50.318,58.842,92.201
8060,2021,0,146.305,1056.561,0,0,60.436,3.69,48.058,84.142,0,84.142,48.058,48.932,108.494
8060,2022,0,35.697,998.902,0.011,0.011,65.739,1.34,20.505,32.311,0,32.311,20.505,1.338,86.244
8068,2018,-172,4885,43854,4975,4975,7465,5.39,10359,4131,1260,4131,8636,4961,17824
8068,2019,-221,7017,109330,6355,6355,9371,-1.2,11022,-652,1447,-667,9894,6459,20393
8068,2020,-288,2987,80064,2535,2535,11321,-15.65,6488,-13533,1898,-14831,5492,2225,17809
8068,2021,-208,3899,75036,2870,2870,10692,2.06,15264,2790,1846,2322,14149,4313,25956
8068,2022,195,4029,72609,4497,4497,13611,12.4,23023,13304,2059,13304,21862,4561,36634
8073,2018,-0.296,1.472,35.235,1.358,1.358,26.412,0.3,15.388,2.795,12.085,2.795,4.903,6.705,41.8
8073,2019,-0.294,1.047,38.286,0.718,0.718,25.496,0.37,16.763,3.499,9.555,3.499,5.884,8.145,42.259
8073,2020,-0.294,1.966,47.896,1.837,1.837,30.805,1.02,24.756,9.617,13.176,9.617,13.517,9.823,55.561
8073,2021,-0.292,2.878,60.278,7.443,7.443,38.631,0.89,25.668,8.404,16.819,8.404,12.329,10.756,64.299
8079,2018,-339.377,102.636,2824.998,109.467,109.467,1563.115,-2.16,346.367,-212.327,194.507,-212.327,148.108,625.086,1909.482
8079,2019,-334.097,145.933,2740.663,147.684,147.684,1701.166,-3.52,346.958,-348.444,174.744,-348.444,132.067,642.648,2048.124
8079,2020,-359.306,94.207,2045.842,60.687,60.687,1478.933,-5.01,348.956,-496.751,141.241,-496.751,153.261,518.211,1827.889
8079,2021,-366.458,122.327,1962.859,50.199,50.199,1465.487,-0.49,403.788,-49.307,153.682,-49.307,179.522,427.807,1869.275
8079,2022,-386.127,148.018,2031.683,81.043,81.043,1637.738,0.26,428.346,25.941,184.375,25.941,231.832,481.401,2066.084
8087,2018,0,9.441,57.955,0.486,0.486,59.381,-0.23,39.742,-7.816,2.916,-7.816,-5.98,24.045,99.123
8087,2019,0,8.355,101.957,0.468,0.468,65.329,-0.14,48.788,-5.61,3.04,-5.61,-1.947,28.472,114.117
8087,2020,0,8.935,126.869,0.601,0.601,69.55,0.01,47.588,0.491,5.066,10.134,4.945,30.561,117.138
8087,2021,0,11.926,126.383,0.466,0.466,82.018,-0.16,51.554,-6.9,7.98,-7.08,0.76,36.498,133.572
8092,2018,-327.989,99.573,2652.599,40.902,40.902,1143.696,-9.42,218.366,-336.847,121.308,-336.847,72.076,216.791,1362.062
8092,2020,-6.915,69.542,1992.27,14.844,14.844,869.576,2.32,308.486,-56.094,92.18,-56.094,155.216,215.62,1178.062
8092,2021,-23.45,63.497,1824.279,31.068,31.068,906.386,-0.55,278.818,-15.791,81.674,-15.791,119.756,203.771,1185.204
8092,2022,-84.057,89.61,1812.001,49.574,49.574,704.641,0.47,217.928,13.528,81.886,13.528,94.887,215.131,922.569
8099,2018,41,965,40063,2675,,7567,1.33,3694,1022,252,1348,3694,1511,11261
8099,2019,20,1005,42301,2665,,7384,1.67,3651,904,281,912,3651,1294,11035
8099,2020,-5,827,44464,2657,,7407,1.85,3383,1003,317,1079,3383,1439,10790
8099,2021,-15,943,45432,2445,,7714,2.27,3418,1239,260,1283,3418,1279,11132
8099,2022,-14,1503,46108,2756,,9477,0.71,2982,406,421,406,2982,1571,12459
8105,2018,-10.615,6.543,194.682,15.074,15.074,181.242,1.11,84.758,8.24,22.521,8.24,27.426,33.602,266
8105,2019,-15.039,8.092,205.227,15.029,15.029,198.035,1.67,78.99,12.611,24.163,12.611,23.742,35.459,277.025
8105,2020,-12.254,12.529,235.882,14.74,14.74,193.481,2.46,89.746,18.9,23.893,18.9,24.454,34.911,283.227
8105,2021,-4.117,9.206,227.566,18.839,18.839,225.563,1.47,79.418,11.113,23.598,11.113,27.213,40.923,304.981
8105,2022,-2.183,13.401,249.611,22.831,22.831,272.6,0.8,75.989,5.674,35.562,5.674,23.939,51.683,348.589
8113,2018,-28.9,239.3,10748.6,573.6,597.4,1459.1,2.12,811.2,425.5,184.3,425.5,811.2,237.3,2270.3
8113,2019,-27.9,194.9,11024.3,635.5,640,1372.3,2.16,859.3,433.6,136.9,433.6,859.3,218.5,2231.6
8113,2020,-32.1,251.5,10718.8,650.5,655.3,1203.4,-0.87,918.9,-173.7,152.7,-173.7,918.9,225.4,2122.3
8113,2021,-24.8,274,12606.4,778.5,785.2,2693.5,3.68,960.2,737.3,158.5,737.3,960.2,227.3,3653.7
8113,2022,-11.9,448.9,12544.7,1050.9,1057.8,2265.3,3.32,1110.4,665.7,289.3,665.7,1110.4,324.3,3375.7
8123,2018,-651,636.5,8997.4,385.2,385.2,5372.5,1.95,1573.6,327.9,711.4,327.9,1164.5,782.2,6946.1
8123,2019,-803.4,651.9,9187.8,385.6,385.6,4887.9,-0.07,1222.1,-11.3,695.7,-11.3,805.2,774.3,6110
8123,2020,-689.9,729.2,8270.9,298.9,298.9,4866.3,-6.14,891.7,-969.9,674.7,-969.9,483.2,786,5758
8123,2021,-488,847.7,8517.7,200.6,200.6,6212.1,7.96,2698.5,1296.7,868.3,1296.7,2281.6,1106.8,8910.6
8123,2022,-495.9,837.7,8044.2,236.9,236.9,6670.1,8.94,2706.1,1326.9,941.9,1326.9,2312.2,967.8,9376.2
8148,2018,1.89,0,780.912,0,0,36.121,1.05,46.282,20.665,0,20.665,,13.722,82.403
8148,2019,-1.623,0,774.629,0,0,36.448,0.88,48.312,18.011,0,18.011,,15.037,84.76
8148,2020,-5.002,0,776.137,0,0,36.908,1.33,45.22,27.407,0,27.407,,15.438,82.128
8148,2021,-1.513,0,752.953,0,0,36.925,1.85,46.896,38.857,0,38.857,,14.33,83.821
8148,2022,1.81,0,783.255,0,0,39.574,1.99,53.127,42.177,0,42.177,,16.079,92.701
8151,2018,-188.239,1118.102,18231.671,2141.475,2149.437,10329.776,2.78,2263.42,1151.703,437.841,1151.703,2263.42,818.958,12593.196
8151,2019,-374,1209.9,21812.121,3848.349,3913.164,7770.904,3.07,2393.463,1278.577,506.675,1278.577,2393.463,835.121,10164.367
8151,2020,-551.449,719.302,23078.754,2195.381,2219.043,5996.35,1.42,2545.892,612.809,370.988,612.809,2545.892,829.796,8542.242
8151,2021,-471.351,1332.391,23621.613,696.854,698.536,13323.743,3.35,3216.566,1499.706,580.899,1499.706,3216.566,1441.786,16540.309
8151,2022,-108.256,1359.475,24379.094,1202.057,1204.608,19059.57,3.84,3327.322,1722.221,580.725,1722.221,3327.322,1532.292,22386.892
8199,2018,-4.144,96.291,2052.517,105.425,107.619,712.392,2.06,204.055,82.345,106.27,82.345,204.055,108.511,916.447
8199,2019,-6.437,120.775,2273.595,207.365,209.918,706.537,2.17,212.966,86.847,97.851,86.847,212.966,107.631,919.503
8199,2020,-8.507,130.805,2578.354,371.553,375.616,659.184,2.34,230.923,95.851,92.165,95.851,230.923,113.959,890.107
8199,2021,-6.524,135.089,2754.83,171.829,172.651,855.778,4.23,341.066,176.769,148.49,176.769,341.066,174.953,1196.844
8199,2022,0.915,104.4,2901.661,171.134,172.824,977.173,6.78,483.036,284.184,145.952,284.184,483.036,144.393,1460.209
8210,2018,-7.192,3.36,827.73,22.193,22.193,277.608,0.15,88.555,13.489,,13.489,61.675,19.562,366.163
8210,2019,-6.409,5.944,1175.467,122.514,122.514,261.006,0.1,94.541,8.675,,8.675,71.142,13.476,355.547
8210,2020,-0.282,8.717,1231.737,62.586,62.586,306.885,0.33,111.807,30.004,,30.004,84.938,15.327,418.692
8210,2021,2.943,9.496,1115.729,7.793,7.793,311.855,-0.51,47.207,-46.252,,-46.252,23.11,22.284,359.062
8210,2022,3.41,5.962,1139.063,6.354,6.354,328.551,0.29,138.249,26.564,,26.564,111.264,26.946,466.8
8213,2018,-45.612,1109.589,3773.788,44.873,44.873,8444.657,-7.28,1394.051,-437.012,1290.103,-437.012,224.503,1006.718,9838.708
8213,2019,-52.707,808.035,3643.084,42.419,42.419,8082.448,-0.37,1128.491,-22.584,1146.192,-62.371,202.172,674.706,9210.939
8213,2020,-38.509,1000.186,3335.639,50.424,50.424,7199.343,1.39,1280.834,88.074,1233.751,29.871,332.834,700.792,8480.177
8213,2021,-40.591,1001.959,3536.551,40.985,40.985,8272.086,2.94,1513.229,221.589,1495.972,221.589,486.979,681.564,9785.315
8213,2022,-35.855,1147.414,5386.283,158.09,158.09,8129.124,0.29,1826.351,22.389,1333.585,22.389,421.35,763.497,9955.475
8214,2018,-656,851,9771,537,537,4983,4.89,2074,545,1072,545,1292,794,7057
8214,2019,-610,815,10006,447,447,5088,3.68,2072,405,1033,405,1287,770,7160
8214,2020,-588,875,9481,307,307,4962,-3.53,2093,-383,855,-383,1347,919,7055
8214,2021,-581,1095,10015,416,416,5801,9.54,2697,995,1078,995,1851,939,8498
8214,2022,-681,1345,10752,446,446,6627,12.7,3134,1241,1334,1241,2232,961,9761
8215,2018,-1968,1321,9699,536,536,5189,0.89,1701,144,1018,257,1148,549,6890
8215,2019,-1843,1276,9610,426,426,5079,-2.56,1624,-397,1045,-400,1119,621,6703
8215,2020,-2272,1126,8882,311,311,4738,1.57,1365,249,841,249,887,623,6103
8215,2021,-1972,1210,8832,398,398,4899,0.88,1482,142,816,149,967,692,6381
8215,2022,-1861,1355,9061,539,539,5281,3.67,1599,584,848,584,1024,760,6880
8219,2018,-5.095,81.612,727.254,37.043,37.043,429.844,3.94,691.598,66.291,160.656,66.291,137.876,69.037,1121.442
8219,2019,-4.661,65.491,1033.369,37.421,37.421,438.548,4.05,699.099,68.493,152.229,68.493,137.347,58.724,1137.647
8219,2020,-3.664,71.148,865.634,28.924,28.924,287.967,-5.77,474.89,-95.692,123.543,-95.692,11.781,48.393,762.857
8219,2021,-3.472,80.753,957.642,31.894,31.894,399.625,7.78,761.12,131.321,117.709,131.321,198.19,54.278,1160.745
8219,2022,-1.824,94.611,1188.665,46.668,46.668,476.94,10.19,956.511,165.735,220.138,165.735,273.392,63.426,1433.451
8229,2018,-0.672,2.755,55.586,1.878,1.878,39.723,0.23,25.272,0.856,20.496,0.856,3.567,9.574,64.995
8229,2019,-0.62,1.843,61.743,1.524,1.524,35.447,1.51,23.227,4.911,22.882,4.911,1.457,9.313,58.674
8229,2020,-0.577,2.199,53.367,1.104,1.104,32.454,-1.57,16.682,-4.954,18.362,-4.954,-2.685,7.468,49.136
8229,2021,-0.613,2.92,58.19,0.642,0.642,33.788,0.72,19.766,2.29,24.021,2.29,-0.09,9.578,53.554
8229,2022,-0.795,3.094,61.004,2.374,2.374,37.578,-0.46,21.463,-1.476,24.491,-1.476,1.09,7.37,59.041
8245,2018,-725,267839,382315,0,,3269,10.71,16724,5301,1108,5301,9332,223616,19993
8245,2019,799,288540,410295,0,,4570,11.39,17054,5369,1200,5369,9363,237101,21624
8245,2020,2770,365345,466679,0,,4536,6.36,13726,2962,1648,7495,6051,236567,18262
8245,2021,409,457278,557191,0,,-292,12.7,20055,5674,2257,5674,10563,283504,19763
8245,2022,-10172,436282,557263,0,,2899,13.86,20670,6041,1044,6041,11039,321284,23569
8247,2018,-2300,2177,16015,411,411,9001,5.4,6383,1323,1783,1341,2369,2845,15384
8247,2019,-2350,2098,17708,413,413,8653,5.22,6501,1243,1710,1243,2465,2756,15154
8247,2020,-2599,2259,19556,304,304,7777,4.44,6064,1056,1735,1059,2326,2726,13841
8247,2021,-2750,2734,21351,371,371,10286,5.93,6524,1420,2171,1439,2291,3152,16810
8247,2022,-2810,2538,20744,518,518,11096,4.33,6564,1028,2272,1026,2274,3303,17660
8253,2018,-1098.5,1828.1,25482.4,1952.3,1952.3,18598.9,6.24,4896.8,2195.1,1400.3,2195.1,3929.5,12155.2,23495.7
8253,2019,-1100.1,1743.2,28361.1,1970.8,1970.8,20276.5,6.87,5323.2,2387.9,1519,2387.9,4282.7,13392.1,25599.7
8253,2020,-1050.3,1729.5,28260,1638.4,1638.4,15035.4,3.74,3693.1,1298.4,1578.4,1298.4,2809,13018.2,18728.5
8253,2021,-921.1,2011.9,29301.7,1632.8,1632.8,19176.2,5.32,4346.1,1852.1,1855.7,1852.1,3344.7,13495.9,23522.3
8253,2022,-953.4,2485.6,33275.5,1390.5,1390.5,23061.6,8.63,5758.1,3011.6,2331.3,3011.6,4685.1,15711.7,28819.7
8264,2018,-9,1975,76995,6514,6643,11018,-13.25,5741,-6837,554,-6837,5741,6269,16759
8264,2019,-10,1954,85196,6313,6392,11016,-14.5,6113,-7642,647,-7642,6113,6987,17129
8264,2020,-27,2402,97856,7690,7830,11424,-1.05,7045,-1304,628,-1304,7045,6139,18469
8264,2021,-20,2855,103327,7689,7822,14581,-0.05,6061,-88,596,-88,6061,8335,20642
8264,2022,-5,2888,118644,9584,9768,14364,0.84,7316,1814,842,1814,7316,8837,21680
8272,2018,-764,1324,60638,3784,3784,7545,3.42,4142,1050,296,1050,4142,1850,11687
8272,2019,-939,1234,65665,3708,3708,6633,6.13,4196,1870,277,2198,4196,1716,10829
8272,2020,-500,1359,66623,4676,4676,6871,6.58,4499,2093,308,3933,4499,1981,11370
8272,2021,-318,1671,72045,5015,5015,8152,4.01,4705,1318,389,1318,4705,2469,12857
8272,2022,-135,1994,78574,5357,5357,9863,6.62,4576,2139,403,2139,4576,3320,14439
8307,2018,,,,,,,,,,,,,,
8307,2019,,,,,,,,,,,,,,
8307,2020,,,,,,,,,,,,,,
8307,2021,,,,,,,,,,,,,,
8334,2018,-4.253,12.644,94.681,3.948,3.948,156.413,-1.5,44.833,-24.122,22.737,-24.122,-1.428,26.219,201.246
8334,2019,-5.368,16.385,189.612,2.462,2.462,142.745,-0.96,44.487,-15.571,19.326,-15.571,-4.745,41.774,187.232
8334,2020,-3.936,12.791,343.749,1.299,1.299,164.961,-1.92,48.825,-36.562,21.638,-36.562,-12.597,42.98,213.786
8334,2021,-3.704,20.845,888.149,1.435,1.435,215.055,-3.02,67.821,-75.799,35.078,-75.799,-47.094,49.978,282.876
8334,2022,-1.365,23.283,854.858,1.178,1.178,261.102,-2.55,94.693,-69.319,37.594,-69.319,-52.153,59.96,355.795
8335,2018,,,,,,,,,,,,,,
8335,2019,,,,,,,,,,,,,,
8335,2020,,,,,,,,,,,,,,
8335,2021,,,,,,,,,,,,,,
8335,2022,,,,,,,,,,,,,,
8348,2018,-0.022,3.169,188.851,2.764,2.764,33.148,0.31,17.968,6.306,5.267,113.545,9,9.352,51.116
8348,2019,0.668,4.735,171.786,6.846,6.846,39.797,0.5,20.217,10.205,6.379,9.552,12.285,10.925,60.014
8348,2020,-0.336,3.3,163.512,7.493,7.493,31.935,0.25,14.341,5.192,4.794,4.864,8.228,7.633,46.276
8348,2021,-1.965,2.534,160.887,4.372,4.372,34.525,0.41,19.053,8.464,4.657,8.464,12.804,8.339,53.578
8350,2018,-40.9,177.8,1208.5,45.1,45.1,1350.3,4.28,307.8,53.6,317.8,53.6,133,330.7,1658.1
8350,2019,-37,175,1310.4,40.1,40.1,1320.3,3.12,298,38.6,327.2,38.6,125.3,323,1618.3
8350,2020,-18.1,166.7,1300.5,26.3,26.3,1085.7,-0.37,209.5,-4.5,310.9,-4.5,55.6,305,1295.2
8350,2021,-19.2,194,1360,31.1,31.1,1227.5,-2.07,210.5,-24.8,382.9,-24.8,40.9,310.3,1438
8350,2022,-61.8,221,1436.6,26.9,26.9,1252.2,0.83,240.7,10.1,406.5,-14.2,78.5,303,1492.9
